,titulo,descricao_do_recurso,tipo_de_recurso
484, Modos de organização<VIRGULA> seqüência e apresentação que caracterizam os diferentes gêneros de texto, A comunicação humana se realiza sempre por meio de gêneros de texto <VIRGULA> como afirmava o filósofo russo Bakhtin. Quer tenhamos noção da existência deles ou não <VIRGULA> os gêneros existem e vão continuar existindo <VIRGULA> materializados em textos orais ou escritos <VIRGULA> primários ou secundários <VIRGULA> incorporados em outros gêneros para darem conta das exigências sociais com o uso da linguagem. Por outro lado <VIRGULA> ao produzirmos nossos textos <VIRGULA> temos intenções claras ou veladas. Percorrer a essência dos textos <VIRGULA> descobrir seus propósitos comunicativos <VIRGULA> os interlocutores previstos <VIRGULA> nos aproxima da classificação dos gêneros. O presente trabalho objetiva apresentar como se organizam os diferentes gêneros textuais <VIRGULA> partindo da identificação até as características composicionais <VIRGULA> estilísticas e temáticas que os compõem <VIRGULA> visando fazê-los identificar os gêneros com base nas suas características formadoras. Assim <VIRGULA> também se pretende mostrar o que torna os gêneros diferentes <VIRGULA> não fazendo com que uma receita médica <VIRGULA> por exemplo <VIRGULA> seja confundida com uma receita de bolo <VIRGULA> apesar de ambas serem receitas., Apresentação
485, Metodologias Diversificadas em Ciências da Natureza e suas Tecnologias: Caderno 1 – Práticas de baixo custo no Ensino Médio, O Governo do Estado do Amazonas <VIRGULA> por meio da Secretaria de Estado de Educação e Qualidade do Ensino - SEDUC <VIRGULA> do Departamento de Políticas e Programas Educacionais - DEPPE e da Gerência de Ensino Médio - GEM <VIRGULA> está disponibilizando através deste livro um acervo de práticas voltadas para a macroárea de Ciências da Natureza. Os experimentos trazidos neste caderno demonstram que a utilização de materiais alternativos pode proporcionar momentos investigativos da química <VIRGULA> física e biologia <VIRGULA> permitindo a alunos e professores a materialização de conceitos teóricos., Livro digital
486, Americanos no Iraque e Afeganistão, Logo depois da retirada das tropas soviéticas do território afegão <VIRGULA> em 1989 <VIRGULA> e da derrubada do regime comunista <VIRGULA> os diálogos entre as várias facções para formar uma junta de coalizão fracassam e <VIRGULA> aproveitando o vácuo de poder <VIRGULA> o Taliban – ‘estudantes’ <VIRGULA> no dialeto farsi <VIRGULA> milícia sunita da etnia dos pashtuns <VIRGULA> maioria no país – assume o governo. Está então instaurado o fundamentalismo islâmico no Afeganistão <VIRGULA> em 1996. Seus integrantes mais poderosos eram meros ulema <VIRGULA> estudantes e universitários <VIRGULA> inclusive seu líder <VIRGULA> Mohammed Omar. Mais de um milhão de pessoas morrem neste combate fratricida <VIRGULA> e milhões estão exilados em países próximos. Esta guerra civil já dura mais de duas décadas. O mais irônico desta situação é estes guerrilheiros <VIRGULA> conhecidos como mujahidin <VIRGULA> terem sido incentivados <VIRGULA> treinados e equipados pelos Estados Unidos <VIRGULA> Paquistão <VIRGULA> Arábia Saudita e China na guerra contra os soviéticos. Logo depois os norte-americanos se voltam contra seus antigos aliados., Animação/simulação
487, Entrevistas televisivas<VIRGULA> radiofônicas e ao vivo, O norte adâmico dessa aula <VIRGULA> na qual os gêneros textuais Entrevistas televisivas <VIRGULA> radiofônicas e ao vivo são apresentados aos discentes <VIRGULA> é esmiuçar esses textos num prisma bem pedagógico <VIRGULA> já que eles têm em comum a elaboração de indagações bem feitas <VIRGULA> pois é muito importante elaborar as perguntas de maneira clara e objetiva <VIRGULA> procurando sempre facilitar o entendimento daquele que está sendo entrevistado <VIRGULA> como também de quem está vendo ou ouvindo a entrevista. O resultado esperado é demonstrar aos discentes que podem <VIRGULA> sim fazer uma entrevista com perguntas bem feitas <VIRGULA> fáceis e pragmáticas <VIRGULA> em função de já terem contato com elas na escola., Apresentação
488, Elementos constituintes do esquema argumentativo (tese<VIRGULA> argumento<VIRGULA> tema<VIRGULA> ponto de vista), Argumentamos desde a nossa mais tenra idade. Isso acontece segundo alguns estudiosos <VIRGULA> porque nascemos com a capacidade de usar a linguagem com variadas intenções. Todavia é na escola que desenvolvemos a nossa competência argumentativa por meio das leituras <VIRGULA> produções <VIRGULA> orientações e ensino voltado para esse fim. Nesse sentido <VIRGULA> o nosso material de apoio objetiva apresentar aos discentes da rede estadual de Pernambuco os elementos que constituem o esquema argumentativo <VIRGULA> ou seja <VIRGULA> tese <VIRGULA> argumento <VIRGULA> tema e ponto de vista <VIRGULA> para que eles os reconheçam em textos <VIRGULA> façam uso consciente durante as produções e <VIRGULA> assim se tornem argumentadores de fato e de direito., Apresentação
489, Conditional Forms, Conceituar as “Conditional forms”; construir orações nas formas condicionais; utilizar diferentes conjunções <VIRGULA> porém equivalentes ao uso de IF (se); complementar as orações principais adequadamente com will ou would; aplicar a forma negativa de Will e would nas orações principais; fazer abreviações no ato da fala com as formas Will e would com e sem not; nomear as partes do coração e suas funções; reconhecer a importância da alimentação saudável ao coração; falar sobre a trajetória do sangue no coração <VIRGULA> utilizando as “Conditional forms”; aplicar estratégias coerentes a uma vida saudável;, Apresentação
490, Adverbs of manner, Um dos grandes problemas do ensino de línguas estrangeiras é desenvolver as competências e habilidades linguísticas dos discentes principalmente as habilidades de interação oral. Como conhecemos os pontos positivos e negativos dos métodos de ensino incluindo o atual método de ensino de línguas baseado em competências <VIRGULA> o Material de Apoio do 8º ano do Ensino Fundamental aborda o tópico Adverbs of Manner de forma interativa com o intuito de levar para as salas de aula algumas atividades eficazes de diferentes didáticas. O tópico Adverbs of Manner levará os alunos a reconhecer a estrutura gramatical na formação dos advérbios de modo; compreender a diferença entre adjetivos e advérbios bem como utilizá-los corretamente; abranger o vocabulário; entrar em contato com outros gêneros e tipos textuais <VIRGULA> dentre outros., Apresentação
491, A rota do escravo – a alma da resistência, O documentário contempla a história do comércio de seres humanos contada através das vozes de escravos <VIRGULA> mas também dos mestres e comerciantes de escravos. Cada um conta sua experiência: da deportação de homens e mulheres para as plantações até o cotidiano do trabalho e os movimentos de abolição. O vídeo poderá ser utilizado para propiciar discussões e reflexões acerca da importância da Lei 10.639/03 <VIRGULA> alterada pela Lei 11.645/08 <VIRGULA>  que torna obrigatório o ensino da história e cultura afro-brasileira e africana em todas as escolas <VIRGULA> públicas e particulares <VIRGULA> do Ensino Fundamental até o Ensino Médio., Vídeo
492, O desafio do pré-sal, Este documentário desenvolve a temática da exploração do petróleo do Pré-Sal. O vídeo é baseado em entrevistas com diversos especialistas (engenheiros <VIRGULA> cientistas <VIRGULA> ambientalistas e analistas de relações internacionais e geopolítica do petróleo) que discutem diferentes perspectivas referentes aos principais aspectos da exploração do Pré-Sal <VIRGULA> desde sua geografia e formação geológica <VIRGULA> passando pelos desafios tecnológicos <VIRGULA> financeiros e ambientais <VIRGULA> até os aspectos políticos <VIRGULA> econômicos e geopolíticos envolvidos na exploração deste grande campo petrolífero que pode conter cerca de 100 bilhões de barris de petróleo <VIRGULA> situando sua descoberta entre as maiores das últimas décadas em todo o mundo., Vídeo
493, Os territórios e os lugares, OBJETIVO GERAL Identificar os tipos de territórios e lugares <VIRGULA> bem como as inter-relações do homem com estes. OBJETIVOS ESPECÍFICOS Analisar e entender os conceitos de território e lugar; Compreender a divisão e classificação de território. Perceber a diferença entre territorialidade <VIRGULA> territorialização e desterritorialização; Identificar a importância das comunidades quilombolas enquanto território de resistência; Analisar os diferentes lugares; Enxerga-se enquanto membro produtor e responsável pelo lugar onde vive; Perceber os diferentes modos de vidas de acordo com os diferentes lugares; Compreender o sentido de segregação espacial; Identificar a importância da garantia do direito de ir e vir <VIRGULA> enfocando a acessibilidade e o que a legislação pertinente defende., Apresentação
494, Os serviços<VIRGULA> os transportes no Brasil, Analisar a variedade de atividades existentes no setor dos serviços <VIRGULA> destacando o contexto brasileiro; ? Identificar os diferentes meios de transportes atuantes no território nacional e o desempenho deles na circulação de riquezas e pessoas <VIRGULA> bem como suas implicações socioespaciais; ? Analisar e interpretar o processo de integração do território brasileiro partindo dos diferentes meios de transportes; ? Avaliar o impacto dos meios de transporte para a economia brasileira; ? Localizar as principais rodovias <VIRGULA> hidrovias <VIRGULA> portos e aeroportos do Brasil; ? Identificar os principais problemas <VIRGULA> e possíveis soluções <VIRGULA> existentes no setor dos transportes no Brasil <VIRGULA> destacando cenário do transporte coletivo do país;, Apresentação
495, Os processos históricos e econômicos que levaram à unificação européia e a formação de blocos econômicos, Analisar os caminhos que levaram a formação e evolução da União Europeia <VIRGULA> reconhecendo os impactos positivos e negativos da integração de alguns dos países europeus no mercado comum e união monetária da Europa; ? Compreender a geopolítica atual da União Europeia <VIRGULA> reconhecendo os países protagonistas no centro de comando do bloco <VIRGULA> e o papel de destaque destes países na economia mundial; ? Reconhecer as instituições e políticas comuns aos países integrantes da União Europeia; ? Analisar o destaque social da política desenvolvida nos países da União Europeia <VIRGULA> compreendendo as críticas positivas e negativas ao modelo sócio-democrático; ? Identificar os principais fatores que desencadearam uma crise econômica na União Europeia <VIRGULA> avaliando as causas <VIRGULA> consequências e perspectivas para a continuidade do bloco no contexto do capitalismo técnico-científico-informacional;, Apresentação
496, Os impactos da geopolítica mundial na situação de pobreza atual do continente africano, Identificar as consequências do processo de colonização para a economia africana <VIRGULA> marcada até hoje pela profunda dependência em relação a outros países; ? Associar as precárias condições de vida da maior parte da população do continente ao interesse exclusivo dos colonizadores na exploração da mão de obra <VIRGULA> matérias-primas e mercado consumidor dos povos colonizados; ? Identificar os interesses econômicos das grandes potências industriais do período imperialista como responsáveis pela divisão política atual do continente africano; ? Relacionar o processo de colonização (neocolonialismo) do continente africano com os conflitos que ainda ocorrem entre diferentes etnias; ? Analisar o precário quadro socioeconômico dos africanos <VIRGULA> marcado por destaques negativos em várias doenças <VIRGULA> compreendendo a necessidade de ajuda humanitária no continente;, Apresentação
